adlist_id,user_fingerprint,key,count,rating
48353718,47cefa43-4d9c-4480-a949-e3179e570de6,1,2,2.5
48432127,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
48432127,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
48446378,f5525c44-0da0-4fd1-b84c-0b2aa0d42327,1,2,2.5
48460466,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
48492869,044f265e-6406-451b-91e0-747012242979,1,1,2.5
48522890,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
48522890,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
48559587,fabcea94-7518-44a2-b5d4-a8c3b8012aa6,1,1,2.5
48582773,992307de-2250-40c5-8ed2-ab86094b8d4e,1,1,2.5
48620222,e5031a9e-f56a-4bc4-9d0b-0f7fb49de209,1,1,2.5
48637096,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
48639459,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,1,2.5
48712136,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
48746521,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,7,5
48817119,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
48855921,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
48899280,6c31c761-4ca4-462a-9548-808c1c63ff87,1,1,2.5
48914027,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
48984159,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,4,4
49070036,926da28c-000f-4676-a2ac-a24c348c0827,1,5,5
49105281,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
49183212,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
49195241,65744df7-1a41-4b87-9d76-a33ffa23824b,1,1,2.5
49213778,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
49228070,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
49341928,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,5,5
49401064,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,1,1,2.5
49562290,3618f309-2641-4646-ae4f-c3a7443df631,1,1,2.5
49590842,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
49600690,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
49674569,32593e71-f453-40bb-89eb-943b0bcd5dee,1,2,2.5
49674569,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
49689134,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,5,5
49700885,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
49806124,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
49806124,e15c2780-b03a-463e-aba9-76be81a3b62e,1,2,2.5
49841838,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
49869149,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,1,1,2.5
49977416,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
49993841,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
50072425,6c31c761-4ca4-462a-9548-808c1c63ff87,1,2,2.5
50113668,68db2965-67c1-431d-bf5f-1a9c673f6394,1,1,2.5
50157528,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
50157528,e15c2780-b03a-463e-aba9-76be81a3b62e,1,7,5
50190338,0b19710c-1b27-4e61-854a-ddba9e032f6a,1,1,2.5
50190338,d1ae103e-5236-4ba6-9edf-871462b0e870,1,2,2.5
50276790,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
50294742,cdeb235b-d1e3-425c-889c-62f1447ce97c,1,1,2.5
50335743,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
50335743,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
50345511,f5525c44-0da0-4fd1-b84c-0b2aa0d42327,1,1,2.5
50346403,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
50369337,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
50382181,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
50388661,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
50415870,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
50476696,e866d1be-a8b6-463c-a61b-125b2cd70f7d,1,1,2.5
50562840,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
50614755,11bd997d-3fbc-4171-9620-851df209e347,1,3,3
50614755,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,14,5
50628646,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
50655594,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
50715653,61e42f0b-8b7c-4f9f-a5e0-2a2db94bfcdf,1,1,2.5
50715653,6f722a30-15e6-4adf-8865-7c2ecd746650,1,1,2.5
50760283,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
50760650,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
50872605,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,1,2.5
50913692,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,1,2,2.5
50923304,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
50944415,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
50962839,9c2439d8-f296-4c3c-b4dd-132a2915dbff,1,1,2.5
51026002,46fbb6b9-c246-4b62-948e-75942dd8e31b,1,1,2.5
51031462,425a2c49-db51-4375-ba74-6efa17754955,1,5,5
51069537,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
51076420,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
51082815,16076e37-856f-44b2-b945-9abd82b2abc1,1,1,2.5
51092316,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
51169481,3618f309-2641-4646-ae4f-c3a7443df631,1,1,2.5
51187525,3618f309-2641-4646-ae4f-c3a7443df631,1,1,2.5
51188850,32593e71-f453-40bb-89eb-943b0bcd5dee,1,2,2.5
51306465,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,1,1,2.5
51320550,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,1,3,3
51379308,9c2439d8-f296-4c3c-b4dd-132a2915dbff,1,1,2.5
51456598,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,1,1,2.5
51464957,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,2,2.5
51500416,71b191f9-dad8-4ebf-833e-9c52777d9996,1,1,2.5
51537577,9a669811-0bf0-4501-9690-c0b891c6c009,1,1,2.5
51543283,32593e71-f453-40bb-89eb-943b0bcd5dee,1,2,2.5
51560448,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,2,2.5
51585722,992307de-2250-40c5-8ed2-ab86094b8d4e,1,1,2.5
51586453,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
51609024,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,2,2.5
51756343,65744df7-1a41-4b87-9d76-a33ffa23824b,1,1,2.5
51765722,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
51767606,a189cd10-865d-4940-9315-fae870dea434,1,1,2.5
51795343,65744df7-1a41-4b87-9d76-a33ffa23824b,1,4,4
51819990,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
51820581,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,1,1,2.5
51821573,16076e37-856f-44b2-b945-9abd82b2abc1,1,1,2.5
51825602,46fbb6b9-c246-4b62-948e-75942dd8e31b,1,1,2.5
51839673,c007cddf-4a7f-4d5e-8083-302f224d44f8,1,1,2.5
51849560,29470a9d-d065-410c-8b35-31a598add551,1,1,2.5
51851168,29470a9d-d065-410c-8b35-31a598add551,1,1,2.5
51931569,65744df7-1a41-4b87-9d76-a33ffa23824b,1,1,2.5
51979430,7a1a9772-f52f-4eb4-983e-7febf40f026d,1,1,2.5
52023402,81580833-5a48-4611-bcbc-f7f7778fcab0,1,2,2.5
52042517,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,1,1,2.5
52153985,926da28c-000f-4676-a2ac-a24c348c0827,1,3,3
52205887,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
52302037,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
52390730,7a1a9772-f52f-4eb4-983e-7febf40f026d,1,1,2.5
52421019,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
52455256,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
52466360,ecbce3b2-de36-4e32-872c-455e838e0e0c,1,1,2.5
52517324,35754489-0878-449d-b2bd-2a195ab1676a,1,1,2.5
52535986,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
52540472,81580833-5a48-4611-bcbc-f7f7778fcab0,1,3,3
52544010,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,1,1,2.5
52569922,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
52569922,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,3,3
52575091,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
52611319,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
52693112,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,1,1,2.5
52693887,49beb268-8b94-41ba-9f4f-02a774f9e07f,1,1,2.5
52768684,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
52771011,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
52781977,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
52826299,7a1a9772-f52f-4eb4-983e-7febf40f026d,1,1,2.5
52888253,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,1,1,2.5
52946576,044f265e-6406-451b-91e0-747012242979,1,1,2.5
52999816,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,5,5
53002702,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,1,1,2.5
53088979,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
53094881,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
53100873,11bd997d-3fbc-4171-9620-851df209e347,1,2,2.5
53124852,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
53166156,49beb268-8b94-41ba-9f4f-02a774f9e07f,1,1,2.5
53173415,49beb268-8b94-41ba-9f4f-02a774f9e07f,1,2,2.5
53218883,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,1,1,2.5
53220936,04fec418-63c0-463c-95b0-f96087efb92d,1,1,2.5
53274796,6e0a63e1-7efa-49ca-95be-6d11ba7b3f14,1,2,2.5
53277382,9c2439d8-f296-4c3c-b4dd-132a2915dbff,1,1,2.5
53330612,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
53330612,4d588d34-b005-4e72-8144-c9f9b8fd842f,1,1,2.5
53341083,e103a952-e6a1-4d2d-bc1c-980b25cefb42,1,1,2.5
53385210,e15c2780-b03a-463e-aba9-76be81a3b62e,1,2,2.5
53420322,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
53421119,9a669811-0bf0-4501-9690-c0b891c6c009,1,1,2.5
53441987,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
53511561,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
53526672,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
53609833,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,1,2,2.5
53611526,66b03ed0-809f-4fc4-8cd7-d7e3bf332e0b,1,1,2.5
53611526,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
53641731,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
53652929,03ec0d30-ae73-4718-8f67-84d0c71bb3d6,1,1,2.5
53663924,71b191f9-dad8-4ebf-833e-9c52777d9996,1,1,2.5
53723915,9a669811-0bf0-4501-9690-c0b891c6c009,1,3,3
53753320,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
53760990,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
53776671,81580833-5a48-4611-bcbc-f7f7778fcab0,1,2,2.5
53826886,425a2c49-db51-4375-ba74-6efa17754955,1,1,2.5
53871203,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,1,2.5
53878512,8ceacb4b-d00d-463d-a3bb-e898c45ebef9,1,1,2.5
53933686,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
53960874,b5be59e6-5259-4d00-8118-f1bcbc6a893d,1,1,2.5
54010597,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,1,2.5
54018372,6b4f6860-1ac5-48a7-af88-2b10e5b05b08,1,1,2.5
54033439,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,1,2.5
54063542,992307de-2250-40c5-8ed2-ab86094b8d4e,1,1,2.5
54069869,16076e37-856f-44b2-b945-9abd82b2abc1,1,1,2.5
54090464,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
54092807,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
54115468,16076e37-856f-44b2-b945-9abd82b2abc1,1,2,2.5
54124784,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
54131582,11bd997d-3fbc-4171-9620-851df209e347,1,1,2.5
54141507,992307de-2250-40c5-8ed2-ab86094b8d4e,1,3,3
54146074,f5525c44-0da0-4fd1-b84c-0b2aa0d42327,1,1,2.5
54185772,89b9ccb6-f7a3-4d2b-a950-0d9a72804e6c,1,1,2.5
54186470,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
54207789,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,1,1,2.5
54231633,61214eee-4617-47b8-8197-3d6d22bf51c1,1,1,2.5
54261248,9c2439d8-f296-4c3c-b4dd-132a2915dbff,1,1,2.5
54276858,3b3e2546-517e-4be6-9fd9-eabc7cb4671d,1,1,2.5
54299003,751b2bf4-57e3-4a6b-9b74-a5dacffe09c1,1,1,2.5
54314653,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,1,2.5
54328195,576c60f8-adf7-4f32-9af7-a122319fc6f4,1,5,5
54345457,bc2eadf7-2b57-4305-b2ec-202abbf9a475,1,1,2.5
54361024,926da28c-000f-4676-a2ac-a24c348c0827,1,1,2.5
54369961,71b191f9-dad8-4ebf-833e-9c52777d9996,1,1,2.5
54389015,04fec418-63c0-463c-95b0-f96087efb92d,1,2,2.5
54397213,32593e71-f453-40bb-89eb-943b0bcd5dee,1,2,2.5
54429737,b5be59e6-5259-4d00-8118-f1bcbc6a893d,1,1,2.5
54464142,3618f309-2641-4646-ae4f-c3a7443df631,1,1,2.5
54474265,68db2965-67c1-431d-bf5f-1a9c673f6394,1,1,2.5
54484312,b5be59e6-5259-4d00-8118-f1bcbc6a893d,1,2,2.5
54574177,04fec418-63c0-463c-95b0-f96087efb92d,1,1,2.5
54574177,65744df7-1a41-4b87-9d76-a33ffa23824b,1,2,2.5
54671007,46fbb6b9-c246-4b62-948e-75942dd8e31b,1,1,2.5
54703631,29470a9d-d065-410c-8b35-31a598add551,1,1,2.5
54703631,e103a952-e6a1-4d2d-bc1c-980b25cefb42,1,1,2.5
54709068,32593e71-f453-40bb-89eb-943b0bcd5dee,1,1,2.5
54730669,0b19710c-1b27-4e61-854a-ddba9e032f6a,1,1,2.5
54787520,79628a58-b103-4164-92ca-1821ffb340f1,1,1,2.5
54808448,992307de-2250-40c5-8ed2-ab86094b8d4e,1,1,2.5
54823029,68db2965-67c1-431d-bf5f-1a9c673f6394,1,2,2.5
54836563,16076e37-856f-44b2-b945-9abd82b2abc1,1,1,2.5
54844305,29470a9d-d065-410c-8b35-31a598add551,1,1,2.5
54854251,04fec418-63c0-463c-95b0-f96087efb92d,1,1,2.5
54861826,81580833-5a48-4611-bcbc-f7f7778fcab0,1,1,2.5
54871804,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
54871804,e5031a9e-f56a-4bc4-9d0b-0f7fb49de209,1,1,2.5
54889166,9a2c2d90-b3cc-42c8-834b-656e9c1de8e5,1,1,2.5
54890889,b5be59e6-5259-4d00-8118-f1bcbc6a893d,1,1,2.5
54897474,cd16ec9e-cfcb-4a1a-b6d2-46415e84fac6,1,1,2.5
54910609,68db2965-67c1-431d-bf5f-1a9c673f6394,1,1,2.5
54912209,29470a9d-d065-410c-8b35-31a598add551,1,2,2.5
54929300,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
54932938,c5c362dd-0301-4a32-8662-e47b5aacb212,1,1,2.5
54937034,425a2c49-db51-4375-ba74-6efa17754955,1,3,3
54948283,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,1,1,2.5
54982906,04fec418-63c0-463c-95b0-f96087efb92d,1,2,2.5
54988447,cbce8bc3-e358-4a20-873b-dd60b1df6aa5,1,3,3
54997957,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,1,1,2.5
54999953,0183a9e2-17e0-4af4-8d1a-17e0b2d2b162,1,1,2.5
55003142,3b3e2546-517e-4be6-9fd9-eabc7cb4671d,1,1,2.5
55021890,3618f309-2641-4646-ae4f-c3a7443df631,1,1,2.5
55030646,992307de-2250-40c5-8ed2-ab86094b8d4e,1,1,2.5
55074716,81580833-5a48-4611-bcbc-f7f7778fcab0,1,2,2.5
55095644,3ce0978d-b387-43d4-93d7-8bf06bfc3ccd,1,1,2.5
55098794,18e72b17-58d6-4ca4-8e94-ce07ae923a6b,1,1,2.5
55115818,cfa9f21d-51da-49bc-9f84-168defd1e98f,1,1,2.5
